donorCell	donor	cellp1	cellp2	cell
NA18501.11302017.F04	NA18501	11302017	F04	11302017-F04
NA18501.11302017.F05	NA18501	11302017	F05	11302017-F05
NA18501.11302017.F06	NA18501	11302017	F06	11302017-F06
NA18501.11302017.F07	NA18501	11302017	F07	11302017-F07
NA18501.11302017.F08	NA18501	11302017	F08	11302017-F08
NA19102.11302017.F09	NA19102	11302017	F09	11302017-F09
NA18859.11302017.F10	NA18859	11302017	F10	11302017-F10
NA19204.11302017.G01	NA19204	11302017	G01	11302017-G01
NA18501.11302017.G03	NA18501	11302017	G03	11302017-G03
NA18501.11302017.G04	NA18501	11302017	G04	11302017-G04
NA19102.11302017.G05	NA19102	11302017	G05	11302017-G05
NA19102.11302017.G06	NA19102	11302017	G06	11302017-G06
NA18501.11302017.G07	NA18501	11302017	G07	11302017-G07
NA18859.11302017.G09	NA18859	11302017	G09	11302017-G09
NA18501.11302017.G10	NA18501	11302017	G10	11302017-G10
NA19102.11302017.G12	NA19102	11302017	G12	11302017-G12
NA18501.11302017.H02	NA18501	11302017	H02	11302017-H02
NA18501.11302017.H03	NA18501	11302017	H03	11302017-H03
NA18859.11302017.H04	NA18859	11302017	H04	11302017-H04
NA19204.11302017.H05	NA19204	11302017	H05	11302017-H05
NA18501.11302017.H08	NA18501	11302017	H08	11302017-H08
NA18859.11302017.H09	NA18859	11302017	H09	11302017-H09
NA18501.11302017.H11	NA18501	11302017	H11	11302017-H11
NA18511.12012017.A01	NA18511	12012017	A01	12012017-A01
NA18511.12012017.A02	NA18511	12012017	A02	12012017-A02
NA19140.12012017.A03	NA19140	12012017	A03	12012017-A03
NA18511.12012017.A04	NA18511	12012017	A04	12012017-A04
NA18511.12012017.A05	NA18511	12012017	A05	12012017-A05
NA18501.12012017.A06	NA18501	12012017	A06	12012017-A06
NA18501.12012017.A07	NA18501	12012017	A07	12012017-A07
NA19140.12012017.A08	NA19140	12012017	A08	12012017-A08
NA18501.12012017.A10	NA18501	12012017	A10	12012017-A10
NA18511.12012017.A11	NA18511	12012017	A11	12012017-A11
NA18501.12012017.A12	NA18501	12012017	A12	12012017-A12
NA18501.12012017.B01	NA18501	12012017	B01	12012017-B01
NA18501.12012017.B02	NA18501	12012017	B02	12012017-B02
NA18511.12012017.B03	NA18511	12012017	B03	12012017-B03
NA18517.12012017.B04	NA18517	12012017	B04	12012017-B04
NA18501.12012017.B05	NA18501	12012017	B05	12012017-B05
NA18511.12012017.B06	NA18511	12012017	B06	12012017-B06
NA18517.12012017.B07	NA18517	12012017	B07	12012017-B07
NA18511.12012017.B08	NA18511	12012017	B08	12012017-B08
NA18517.12012017.B10	NA18517	12012017	B10	12012017-B10
NA18511.12012017.B11	NA18511	12012017	B11	12012017-B11
NA18501.12012017.B12	NA18501	12012017	B12	12012017-B12
NA18501.12012017.C01	NA18501	12012017	C01	12012017-C01
NA18501.12012017.C02	NA18501	12012017	C02	12012017-C02
NA19140.12012017.C03	NA19140	12012017	C03	12012017-C03
NA18517.12012017.C04	NA18517	12012017	C04	12012017-C04
NA18501.12012017.C06	NA18501	12012017	C06	12012017-C06
NA18511.12012017.C07	NA18511	12012017	C07	12012017-C07
NA18511.12012017.C08	NA18511	12012017	C08	12012017-C08
NA18511.12012017.C09	NA18511	12012017	C09	12012017-C09
NA18511.12012017.C10	NA18511	12012017	C10	12012017-C10
NA18511.12012017.C12	NA18511	12012017	C12	12012017-C12
NA18501.12012017.D01	NA18501	12012017	D01	12012017-D01
NA18501.12012017.D03	NA18501	12012017	D03	12012017-D03
NA18517.12012017.D04	NA18517	12012017	D04	12012017-D04
NA18501.12012017.D05	NA18501	12012017	D05	12012017-D05
NA18501.12012017.D06	NA18501	12012017	D06	12012017-D06
NA18517.12012017.D08	NA18517	12012017	D08	12012017-D08
NA18501.12012017.D10	NA18501	12012017	D10	12012017-D10
NA18511.12012017.D11	NA18511	12012017	D11	12012017-D11
NA19140.12012017.E01	NA19140	12012017	E01	12012017-E01
NA18511.12012017.E02	NA18511	12012017	E02	12012017-E02
NA19140.12012017.E03	NA19140	12012017	E03	12012017-E03
NA18511.12012017.E05	NA18511	12012017	E05	12012017-E05
NA18501.12012017.E06	NA18501	12012017	E06	12012017-E06
NA18501.12012017.E08	NA18501	12012017	E08	12012017-E08
NA18517.12012017.E09	NA18517	12012017	E09	12012017-E09
NA19140.12012017.E10	NA19140	12012017	E10	12012017-E10
NA18511.12012017.E11	NA18511	12012017	E11	12012017-E11
NA18517.12012017.E12	NA18517	12012017	E12	12012017-E12
NA18501.12012017.F02	NA18501	12012017	F02	12012017-F02
NA18501.12012017.F03	NA18501	12012017	F03	12012017-F03
NA19140.12012017.F04	NA19140	12012017	F04	12012017-F04
NA19140.12012017.F05	NA19140	12012017	F05	12012017-F05
NA18511.12012017.F06	NA18511	12012017	F06	12012017-F06
NA19140.12012017.F09	NA19140	12012017	F09	12012017-F09
NA18501.12012017.F11	NA18501	12012017	F11	12012017-F11
NA19140.12012017.F12	NA19140	12012017	F12	12012017-F12
NA18501.12012017.G01	NA18501	12012017	G01	12012017-G01
NA18517.12012017.G02	NA18517	12012017	G02	12012017-G02
NA19140.12012017.G03	NA19140	12012017	G03	12012017-G03
NA18501.12012017.G05	NA18501	12012017	G05	12012017-G05
NA18511.12012017.G06	NA18511	12012017	G06	12012017-G06
NA18517.12012017.G07	NA18517	12012017	G07	12012017-G07
NA18501.12012017.G08	NA18501	12012017	G08	12012017-G08
NA18501.12012017.G10	NA18501	12012017	G10	12012017-G10
NA18511.12012017.G12	NA18511	12012017	G12	12012017-G12
NA18517.12012017.H02	NA18517	12012017	H02	12012017-H02
NA18501.12012017.H03	NA18501	12012017	H03	12012017-H03
NA18517.12012017.H05	NA18517	12012017	H05	12012017-H05
NA18501.12012017.H06	NA18501	12012017	H06	12012017-H06
NA18501.12012017.H07	NA18501	12012017	H07	12012017-H07
NA18501.12012017.H08	NA18501	12012017	H08	12012017-H08
NA18501.12012017.H09	NA18501	12012017	H09	12012017-H09
NA18501.12012017.H11	NA18501	12012017	H11	12012017-H11
NA19140.12012017.H12	NA19140	12012017	H12	12012017-H12
NA19225.12042017.A01	NA19225	12042017	A01	12042017-A01
NA19127.12042017.A02	NA19127	12042017	A02	12042017-A02
NA19127.12042017.A03	NA19127	12042017	A03	12042017-A03
NA19204.12042017.A04	NA19204	12042017	A04	12042017-A04
NA19225.12042017.A05	NA19225	12042017	A05	12042017-A05
NA19204.12042017.A06	NA19204	12042017	A06	12042017-A06
NA19204.12042017.A07	NA19204	12042017	A07	12042017-A07
NA19127.12042017.A08	NA19127	12042017	A08	12042017-A08
NA18517.12042017.A09	NA18517	12042017	A09	12042017-A09
NA18517.12042017.A10	NA18517	12042017	A10	12042017-A10
NA19204.12042017.A11	NA19204	12042017	A11	12042017-A11
NA19204.12042017.B01	NA19204	12042017	B01	12042017-B01
NA19127.12042017.B02	NA19127	12042017	B02	12042017-B02
NA19204.12042017.B03	NA19204	12042017	B03	12042017-B03
NA19127.12042017.B04	NA19127	12042017	B04	12042017-B04
NA19225.12042017.B05	NA19225	12042017	B05	12042017-B05
NA19225.12042017.B06	NA19225	12042017	B06	12042017-B06
NA19127.12042017.B08	NA19127	12042017	B08	12042017-B08
NA18517.12042017.B09	NA18517	12042017	B09	12042017-B09
NA19225.12042017.B10	NA19225	12042017	B10	12042017-B10
NA19204.12042017.B11	NA19204	12042017	B11	12042017-B11
NA19225.12042017.B12	NA19225	12042017	B12	12042017-B12
NA19225.12042017.C01	NA19225	12042017	C01	12042017-C01
NA19225.12042017.C02	NA19225	12042017	C02	12042017-C02
NA19225.12042017.C03	NA19225	12042017	C03	12042017-C03
NA19204.12042017.C04	NA19204	12042017	C04	12042017-C04
NA18517.12042017.C05	NA18517	12042017	C05	12042017-C05
NA19127.12042017.C06	NA19127	12042017	C06	12042017-C06
NA19204.12042017.C08	NA19204	12042017	C08	12042017-C08
NA18517.12042017.C10	NA18517	12042017	C10	12042017-C10
NA19225.12042017.C11	NA19225	12042017	C11	12042017-C11
NA18517.12042017.D01	NA18517	12042017	D01	12042017-D01
NA19127.12042017.D02	NA19127	12042017	D02	12042017-D02
NA19225.12042017.D04	NA19225	12042017	D04	12042017-D04
NA19204.12042017.D05	NA19204	12042017	D05	12042017-D05
NA18517.12042017.D06	NA18517	12042017	D06	12042017-D06
NA19127.12042017.D07	NA19127	12042017	D07	12042017-D07
NA19225.12042017.D08	NA19225	12042017	D08	12042017-D08
NA19225.12042017.D09	NA19225	12042017	D09	12042017-D09
NA19225.12042017.D10	NA19225	12042017	D10	12042017-D10
NA18517.12042017.D11	NA18517	12042017	D11	12042017-D11
NA19204.12042017.D12	NA19204	12042017	D12	12042017-D12
NA19204.12042017.E01	NA19204	12042017	E01	12042017-E01
NA19204.12042017.E02	NA19204	12042017	E02	12042017-E02
NA19127.12042017.E03	NA19127	12042017	E03	12042017-E03
NA19204.12042017.E04	NA19204	12042017	E04	12042017-E04
NA18517.12042017.E05	NA18517	12042017	E05	12042017-E05
NA19225.12042017.E06	NA19225	12042017	E06	12042017-E06
NA19225.12042017.E07	NA19225	12042017	E07	12042017-E07
NA18517.12042017.E08	NA18517	12042017	E08	12042017-E08
NA19225.12042017.E09	NA19225	12042017	E09	12042017-E09
NA19225.12042017.E10	NA19225	12042017	E10	12042017-E10
NA18517.12042017.E11	NA18517	12042017	E11	12042017-E11
NA18517.12042017.E12	NA18517	12042017	E12	12042017-E12
NA19127.12042017.F02	NA19127	12042017	F02	12042017-F02
NA19225.12042017.F03	NA19225	12042017	F03	12042017-F03
NA19127.12042017.F04	NA19127	12042017	F04	12042017-F04
NA19225.12042017.F05	NA19225	12042017	F05	12042017-F05
NA19127.12042017.F06	NA19127	12042017	F06	12042017-F06
NA18517.12042017.F07	NA18517	12042017	F07	12042017-F07
NA19225.12042017.F08	NA19225	12042017	F08	12042017-F08
NA19225.12042017.F09	NA19225	12042017	F09	12042017-F09
NA19225.12042017.F10	NA19225	12042017	F10	12042017-F10
NA19127.12042017.F11	NA19127	12042017	F11	12042017-F11
NA19225.12042017.F12	NA19225	12042017	F12	12042017-F12
NA19204.12042017.G01	NA19204	12042017	G01	12042017-G01
NA18517.12042017.G02	NA18517	12042017	G02	12042017-G02
NA19225.12042017.G03	NA19225	12042017	G03	12042017-G03
NA19225.12042017.G04	NA19225	12042017	G04	12042017-G04
NA19225.12042017.G05	NA19225	12042017	G05	12042017-G05
NA19225.12042017.G09	NA19225	12042017	G09	12042017-G09
NA19225.12042017.G10	NA19225	12042017	G10	12042017-G10
